FromId:START_ID¿ ToId:END_ID¿ RelationLabel:TYPE¿ RelationType¿ Arguments
79¿ 80¿ "AST_parentOf"¿ "callee"¿ {}
79¿ 83¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
79¿ 84¿ "AST_parentOf"¿ "arguments"¿ {"arg":1}
80¿ 81¿ "AST_parentOf"¿ "object"¿ {"kwarg":"main"}
80¿ 82¿ "AST_parentOf"¿ "property"¿ {"kwarg":"addEventListener"}
85¿ 86¿ "AST_parentOf"¿ "expression"¿ {}
86¿ 87¿ "AST_parentOf"¿ "callee"¿ {}
86¿ 90¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
86¿ 91¿ "AST_parentOf"¿ "arguments"¿ {"arg":1}
87¿ 88¿ "AST_parentOf"¿ "object"¿ {"kwarg":"main"}
87¿ 89¿ "AST_parentOf"¿ "property"¿ {"kwarg":"addEventListener"}
92¿ 93¿ "AST_parentOf"¿ "expression"¿ {}
93¿ 94¿ "AST_parentOf"¿ "callee"¿ {}
93¿ 97¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
93¿ 98¿ "AST_parentOf"¿ "arguments"¿ {"arg":1}
94¿ 95¿ "AST_parentOf"¿ "object"¿ {"kwarg":"menuBtn"}
94¿ 96¿ "AST_parentOf"¿ "property"¿ {"kwarg":"addEventListener"}
99¿ 100¿ "AST_parentOf"¿ "expression"¿ {}
100¿ 101¿ "AST_parentOf"¿ "callee"¿ {}
100¿ 104¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
100¿ 105¿ "AST_parentOf"¿ "arguments"¿ {"arg":1}
101¿ 102¿ "AST_parentOf"¿ "object"¿ {"kwarg":"navdrawerContainer"}
101¿ 103¿ "AST_parentOf"¿ "property"¿ {"kwarg":"addEventListener"}
105¿ 106¿ "AST_parentOf"¿ "params"¿ {"arg":0}
105¿ 107¿ "AST_parentOf"¿ "body"¿ {}
107¿ 108¿ "AST_parentOf"¿ "body"¿ {"arg":0}
108¿ 109¿ "AST_parentOf"¿ "test"¿ {}
108¿ 124¿ "AST_parentOf"¿ "consequent"¿ {}
109¿ 110¿ "AST_parentOf"¿ "left"¿ {}
109¿ 117¿ "AST_parentOf"¿ "right"¿ {}
110¿ 111¿ "AST_parentOf"¿ "left"¿ {}
110¿ 116¿ "AST_parentOf"¿ "right"¿ {"kwarg":"A"}
111¿ 112¿ "AST_parentOf"¿ "object"¿ {}
111¿ 115¿ "AST_parentOf"¿ "property"¿ {"kwarg":"nodeName"}
112¿ 113¿ "AST_parentOf"¿ "object"¿ {"kwarg":"event"}
112¿ 114¿ "AST_parentOf"¿ "property"¿ {"kwarg":"target"}
117¿ 118¿ "AST_parentOf"¿ "left"¿ {}
117¿ 123¿ "AST_parentOf"¿ "right"¿ {"kwarg":"LI"}
118¿ 119¿ "AST_parentOf"¿ "object"¿ {}
118¿ 122¿ "AST_parentOf"¿ "property"¿ {"kwarg":"nodeName"}
119¿ 120¿ "AST_parentOf"¿ "object"¿ {"kwarg":"event"}
119¿ 121¿ "AST_parentOf"¿ "property"¿ {"kwarg":"target"}
124¿ 125¿ "AST_parentOf"¿ "body"¿ {"arg":0}
125¿ 126¿ "AST_parentOf"¿ "expression"¿ {}
126¿ 127¿ "AST_parentOf"¿ "callee"¿ {"kwarg":"closeMenu"}
128¿ 129¿ "AST_parentOf"¿ "expression"¿ {}
129¿ 130¿ "AST_parentOf"¿ "callee"¿ {"kwarg":"$"}
129¿ 131¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
131¿ 132¿ "AST_parentOf"¿ "body"¿ {}
132¿ 133¿ "AST_parentOf"¿ "body"¿ {"arg":0}
133¿ 134¿ "AST_parentOf"¿ "expression"¿ {}
134¿ 135¿ "AST_parentOf"¿ "left"¿ {}
134¿ 140¿ "AST_parentOf"¿ "right"¿ {}
135¿ 136¿ "AST_parentOf"¿ "object"¿ {}
135¿ 139¿ "AST_parentOf"¿ "property"¿ {"kwarg":"waitForContent"}
136¿ 137¿ "AST_parentOf"¿ "object"¿ {"kwarg":"$"}
136¿ 138¿ "AST_parentOf"¿ "property"¿ {"kwarg":"fn"}
140¿ 141¿ "AST_parentOf"¿ "params"¿ {"arg":0}
140¿ 142¿ "AST_parentOf"¿ "params"¿ {"arg":1}
140¿ 143¿ "AST_parentOf"¿ "body"¿ {}
143¿ 144¿ "AST_parentOf"¿ "body"¿ {"arg":0}
143¿ 155¿ "AST_parentOf"¿ "body"¿ {"arg":1}
144¿ 145¿ "AST_parentOf"¿ "test"¿ {}
144¿ 150¿ "AST_parentOf"¿ "consequent"¿ {}
145¿ 146¿ "AST_parentOf"¿ "callee"¿ {}
145¿ 149¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
146¿ 147¿ "AST_parentOf"¿ "object"¿ {"kwarg":"$"}
146¿ 148¿ "AST_parentOf"¿ "property"¿ {"kwarg":"isNull"}
150¿ 151¿ "AST_parentOf"¿ "body"¿ {"arg":0}
151¿ 152¿ "AST_parentOf"¿ "expression"¿ {}
152¿ 153¿ "AST_parentOf"¿ "left"¿ {"kwarg":"time"}
152¿ 154¿ "AST_parentOf"¿ "right"¿ {"kwarg":200}
155¿ 156¿ "AST_parentOf"¿ "test"¿ {}
155¿ 163¿ "AST_parentOf"¿ "consequent"¿ {}
155¿ 176¿ "AST_parentOf"¿ "alternate"¿ {}
156¿ 157¿ "AST_parentOf"¿ "argument"¿ {}
157¿ 158¿ "AST_parentOf"¿ "object"¿ {}
157¿ 162¿ "AST_parentOf"¿ "property"¿ {"kwarg":"length"}
158¿ 159¿ "AST_parentOf"¿ "callee"¿ {}
159¿ 160¿ "AST_parentOf"¿ "object"¿ {}
159¿ 161¿ "AST_parentOf"¿ "property"¿ {"kwarg":"children"}
163¿ 164¿ "AST_parentOf"¿ "body"¿ {"arg":0}
164¿ 165¿ "AST_parentOf"¿ "expression"¿ {}
165¿ 166¿ "AST_parentOf"¿ "callee"¿ {"kwarg":"setTimeout"}
165¿ 167¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
165¿ 175¿ "AST_parentOf"¿ "arguments"¿ {"arg":1}
167¿ 168¿ "AST_parentOf"¿ "body"¿ {}
168¿ 169¿ "AST_parentOf"¿ "body"¿ {"arg":0}
169¿ 170¿ "AST_parentOf"¿ "expression"¿ {}
170¿ 171¿ "AST_parentOf"¿ "callee"¿ {}
170¿ 174¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
171¿ 172¿ "AST_parentOf"¿ "object"¿ {}
171¿ 173¿ "AST_parentOf"¿ "property"¿ {"kwarg":"waitForContent"}
176¿ 177¿ "AST_parentOf"¿ "body"¿ {"arg":0}
177¿ 178¿ "AST_parentOf"¿ "expression"¿ {}
178¿ 179¿ "AST_parentOf"¿ "callee"¿ {"kwarg":"setTimeout"}
178¿ 180¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
178¿ 187¿ "AST_parentOf"¿ "arguments"¿ {"arg":1}
180¿ 181¿ "AST_parentOf"¿ "body"¿ {}
181¿ 182¿ "AST_parentOf"¿ "body"¿ {"arg":0}
182¿ 183¿ "AST_parentOf"¿ "expression"¿ {}
183¿ 184¿ "AST_parentOf"¿ "callee"¿ {}
184¿ 185¿ "AST_parentOf"¿ "object"¿ {"kwarg":"callback"}
184¿ 186¿ "AST_parentOf"¿ "property"¿ {"kwarg":"call"}
188¿ 189¿ "AST_parentOf"¿ "id"¿ {"kwarg":"triggerEvent"}
188¿ 190¿ "AST_parentOf"¿ "params"¿ {"arg":0}
188¿ 191¿ "AST_parentOf"¿ "params"¿ {"arg":1}
188¿ 192¿ "AST_parentOf"¿ "body"¿ {}
192¿ 193¿ "AST_parentOf"¿ "body"¿ {"arg":0}
193¿ 194¿ "AST_parentOf"¿ "expression"¿ {}
194¿ 195¿ "AST_parentOf"¿ "callee"¿ {}
194¿ 200¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
195¿ 196¿ "AST_parentOf"¿ "object"¿ {}
195¿ 199¿ "AST_parentOf"¿ "property"¿ {"kwarg":"trigger"}
196¿ 197¿ "AST_parentOf"¿ "callee"¿ {"kwarg":"$"}
196¿ 198¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
201¿ 202¿ "AST_parentOf"¿ "id"¿ {"kwarg":"updateGWT"}
201¿ 203¿ "AST_parentOf"¿ "params"¿ {"arg":0}
201¿ 204¿ "AST_parentOf"¿ "body"¿ {}
204¿ 205¿ "AST_parentOf"¿ "body"¿ {"arg":0}
205¿ 206¿ "AST_parentOf"¿ "expression"¿ {}
206¿ 207¿ "AST_parentOf"¿ "callee"¿ {}
206¿ 212¿ "AST_parentOf"¿ "arguments"¿ {"arg":0}
207¿ 208¿ "AST_parentOf"¿ "object"¿ {}
207¿ 211¿ "AST_parentOf"¿ "property"¿ {"kwarg":"updateUI"}
